#钟南山称疑似病例自行隔离非常危险#掐指一算，官方说轻症让自行隔离到现在又有10来天了，并且封城以来，无论轻症、重症的其实好多因为没有床位都被迫自行隔离了。目前来看，两个神山医院也没法完全解决武汉的病患收治问题，那么疑似和轻症再不想办法采取措施，来再多援助医护也是没用的。,-1
【#公安部要求整治春运霸座阻门#】据公安部消息，日前，2020年全国铁路公安机关春运安保工作动员部署会召开。会议提出，公安部铁路公安局要求各级铁路公安机关要把维护高铁安全置于重中之重，春运期间，全面加强安全防控严厉打击涉票、“盗抢骗”等违法犯罪，持续整治霸座、阻门等行为。,0
感觉这个空气净化器真的不错呢尤其家里有小宝宝特别需要呢评论配图,-1
加油,1
今天是新年上班第一天，又恰逢周四，开启了今年的每周四上午去工疗站讲课的工作。鉴于目前是流感流行的季节，今天讲课主题《流感的防治》。主要教了大家如何预防流感和得了流感怎么办以及如何防止传染给别人；家人得了，流感如果照料他；讲了学生如何预防流感、坐公交车等公共交通工具如何防范流感等；,0
#李兰娟提倡没毛病不要乱吃药#还记得无症状感染者潜伏期病毒携带者嘛……所以你知道自己有木有病？病毒会礼貌的给你敲敲门～过渡推崇必有过度剖析过渡抵制也必有过度抹杀其好的本质都不合适疫情期间老百姓也是没法淡定棍棒乱向,-1
局部可能会有短暂增加，但防控的好总体趋势应该还是会下降的。像不像专家说的O上海虹桥枢纽已发现体温异常101人，返程高峰会让疫情更加严重吗？,0
#黑龙江齐齐哈尔建华区委书记被免职：防控不力致疫情扩散#总攻期间都别掉链子#O黑龙江齐齐哈尔建华区委书记被免职：防控不力致疫情扩散(来自@同花顺),0
#我们的歌##阿云嘎费玉清晚安曲#小哥最后一首比赛曲竟然选了晚安曲，马个机我明天要上班我现在哭成傻子啊握曹一点也不夸张地说，我从摇篮里就是听小哥的歌长大的，我爷爷奶奶都好喜欢他。台湾的各大商场百货公司购物中心，闭馆前都会播放这首晚安曲，真的从小听到大,1
丢了命都没改，丢个人而已怎么会该,-1
【好消息！全国累计治愈人数已破万~】每天加入#战疫打卡行动#，表达战疫态度，为祖国加油！我已打卡4天，我承诺：多消毒，常通风。活动期间，新浪每天向疫区捐助1辆负压救护车。有你我的坚持，武汉不孤单！加入打卡—>O#战疫打卡行动#让每个小坚持都有大意义，期待更多好消息！,1
呵呵,-1
近日，针对“宠物是否会传播新型冠状病毒”的问题，@世界卫生组织回应：目前没有证据显示狗猫等宠物会感染新型冠状病毒。与宠物接触后，用肥皂和水洗手可以显着减少其他常见细菌在宠物和人类之间的传播，如大肠杆菌和沙门氏菌。,0
抵制野味，从你我做起！,-1
还没破万来转转,-1
短尾矮袋鼠，是澳洲的一个濒危物种，应该是世界上最开心的动物了吧，即使在睡梦中也是面带微笑#考拉被雨淋了##最新疫情地图##恋人#,-1
中国疾控中心主任高福最近怎么不出现了，这么紧张的疫情，之前不是在第一线的么？,-1
#朝阳医院行凶嫌犯被批捕#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！,1
呜呜呜呜呜,-1
#腾讯新闻#金银潭医院院长谈最害怕的一晚上：妻子染病绝对不能失去她O腾讯新闻L金银潭医院院长谈最害怕的一晚上：妻子染病绝对不能失去你来自@腾讯新闻,0
78HWSG79【#一位武汉妈妈的隔离日记#：为了家人和宝宝，所有胆怯化为勇敢】在社区指定的酒店隔离五天后，家住武昌区的思哲还是有点咳嗽，但已经不发烧了。2月8日元宵节，她丈夫一早骑车去医院拿到了她的核酸检测结果，拍给她看：阴性。她回了两个字：真好。思哲告诉澎湃新闻，她27岁，在华南海鲜市场,-1
#考研成绩推迟#希望按时出成绩吧，这样心里就有数了，要么安心准备复试，要么准备公考，就不需要犹豫了。#考研英语#英语总是我的成败关键点，一定要过线啊，祈祷一下#抗击新型肺炎第一线#最近的日子充满了腐败，自己真的是一个自制力超差的人，而且现在真的不知道该看什么书，也,-1
参考一下,-1
有信心也相信能阻断！,1
测试试剂也抓紧普及不行吗？这个不难吧，为什么还要审批才能拿到才能确诊呢,-1
用萝卜雕了一把椅子，试剂盒检测时间缩短到1天这刀工不错。理想生活季厨王年夜饭年夜饭C位担当T.CN/A6PTQCOD,1
陈想先生#CV陈想先生##我为先生狂##先定个小目标#DAY1：抢口罩，囤货昨日因担心封闭高速连夜赶回家（然鹅今天得知这是一条假新闻）家里冰箱空空如也，今天下午和妈妈一起奋战超市两个回合，但是依旧没有买到任何蔬菜。明天继续去囤P.S：每天一如既往的抢口,-1
今天出了点闹心的事，但也被云锅自制的包包和老哥的家庭版烤鱼治愈了，没什么事过不去，重要的还是你在乎的人依然爱着你！@WANGSIN19962黔南布依族苗族自治州·罗甸县,-1
2020年1月6日，刚下完雪的路面和镜子，小心的开着车，心里五味杂陈，张家口沽源走起，唉！干了半年活要了半年账，二年的工程以赔钱而告终！生活难，何时好，一年又一年，满脸沧桑，心憔悴！2张家口·沽源县,-1
#严格举措上海有序复工#【公厕消毒有了“升级版”：地铁公厕1小时一次，街面公厕一天4次】随着一些单位陆续开工，街面人流日益增多，公厕是市民接触较多的地方之一。今天下午，记者分别去了13号线金沙江路站和普陀区远景路420号公厕。现场了解到，地面公厕每天至少消毒4次，而地铁里面的公厕，得每小,0
#新冠肺炎已开始在日本流行#日本要好好的新冠肺炎可以打住了吗,-1
#张艺兴向武汉捐赠13万只口罩##张艺兴向家乡湖南捐赠物资#这类口罩是抗击新型冠病毒感染的肺炎医院一线医护人员最紧缺的物资每天的消耗量大医院库存也比较紧张这批口罩暂能缓解医院的燃眉之急张艺兴做的事是我们想做而做不到的不难想象他费了多大的劲用了多少心多好一孩子,1
#不会因春运返程出现大传染#快二十年过去了，钟老已经是位白发苍苍的老人了，却还是坚持在一线奋斗，太让人佩服了,-1
#金银潭医院一天37人出院#太好了太好了一定都要平安啊今天在微博上看到的一段话：这场疫情人们像举着放大镜，发现善良的人是真善良，有本事的人是真有本事，坏的人是真坏，蠢的人是真蠢。愿我们都是善良的人，愿善良的人都平安喜乐,1
你们怕影响社会安定，引发市民恐慌，训诫了八名说真话的医生。现在武汉如你们所愿安定了？武汉市民不恐慌了？到底谁才是真正导致恐慌的不稳定因素？到底谁才是应该被追责训诫的？你们让市民见识了什么叫不专业，也让市民见识了什么叫专业。假使当时坐镇武汉的钟南山、张文宏他们，现在湖北可能不是这个,-1
留点脸留点脸，你不是说有双黄连吗？,-1
唉，希望大家理解一下吧，愿意退的就退了,-1
虽然我们没有蔬菜，但是我们也要竭尽全力支援武汉。热干面加油！酸奶、虫草和藜麦饼干从三江之源来驰援你们啦～#全国驰援武汉#2西宁,1
中国加油！明天一定会好的！,1
感觉C的防疫系统被渗透了,-1
#成都身边事#【#小伙结婚视频给护士妈妈敬酒#：“等妈妈平安归来”】1月30日，是成都小伙孙路遥和罗诗慧结婚的日子。1月21日，在武汉武昌医院工作的孙路遥妈妈得知，医院被指定为中心城区发热患者定点医院时，退掉了第二天回家的车票，加入到抗疫工作中。孙路遥说，妻子父母在铁路系统工作，疫情,0
看了篇古早同人突然觉着好难过，也许在故事开始大家觉着最差的结局不过是人类对抗巨人失败，大家死在战斗中，可是实际是现在故事的发展其实要悲伤得多。,-1
『新型冠状病毒会不会通过粪口传播？【新型冠状病毒科普知识】（114）』O新型冠状病毒会不会通过粪口传播？【新型冠状病毒科普知识】（114）,0
我喜欢这样的休假方式！真正的休息！恢复上班以后一定会怀念这样的日子！武汉加油！,1
小汤山，火神山，雷神山！还有一个钟南山！,1
朱婷我抡圆了给你一个赞！愿你在赛场上不断突破自我，生活中远离伤病。在微博陪TA度过的每一天都要来#体坛风云榜#留下爱TA的痕迹！O网页链接,1
气溶胶传播与直接传播和接触传播的区别气溶胶传播与直接传播和接触传播的距离不同。直接传播和接触传播都是在近距离范围内发生的，而气溶胶有一定的稳定性，传播距离较远，增加了非接触感染的风险。因此，口罩在无人处也不应摘下，回到家里也应用75%的酒精或其他消毒液消毒后，再进一步处理。气溶,0
祝平安,1
呵呵哒,-1
健康一春疫情当下，日本裸祭家里小朋友的健康是关注的重点。遇到突然发烧，难免心里着慌。会不会是感染了新型冠状病毒？要不要去医院检查？居家观察、护理应该怎么做？别着急，戳下图带你了解最全的护理攻略！微博健康养生全国确诊新型肺炎病例,0
请大家保护野生动物，保护我们的朋友,1
1.碧柔水感防晒水感啫喱质地，无敌清爽，抹上去皮肤清爽无负担，很多油皮、爱长痘的小伙伴问防晒，我的首推都是它！这一款用完不用卸妆，洗面奶洗净即可。适合绝大多数皮肤，尤其是需要平价防晒霜的油皮或者爱长痘的皮肤。参考价格：652.珂润物理防晒珂润这个牌子我真的相当爱了，价位合理，东,0
今夜WHO将再讨论疫情是否构成国际突发卫生事件，新闻发布会暂定于日内瓦时间星期四晚7:30分（北京时间星期五凌晨2:30分）举行。希望顺顺利利吧,0
是啊，医疗战线是最后的屏障，必须相信他们。,1
#BLG第三式#【男孩用板砖砸猫致其内伤吐血家长道歉】2019年4月14日，一骑平衡车男孩在成都某小区门口捡起板砖猛砸一只在地上打盹的流浪猫。救助猫的宠物店称，猫被砸后因内伤吐血，眼底也有血迹，随后猫咪被好心人带走，没有生命危险。救猫业主称，砸猫者年仅13岁，因为曾被猫咬过才作出此种举动，,-1
→_→,0
这个好。,-1
视频：13项医学新技术正在悄悄改善人类未来健康O网页链接@丁香园,0
:我是不是快不行了要严重了是吧？这两句话我哭了生命在疾病面前真的好无力啊,-1
终于见到你,1
我丢我不想延迟开学啊求求了,-1
#新型肺炎求助通道开启#守望相助，抗击疫情！,1
三分天灾,0
#穿山甲抢救行动#予人为乐，与己而乐。我在“极危穿山甲抢救行动”项目捐款成功！@中华环境保护基金会极危穿山甲抢救行动,1
中医中药的确会让真懂真信他的人没有高昂医药费的恐惧,-1
生活就是要你用拥有的那一二分的甜，去冲淡八九分的苦啊。2赣州,-1
全国医疗卫生战线党组织和广大党员在疫情防控阻击战中充分发挥战斗堡垒作用和先锋模范作用O网页链接,1
#武汉新增136例新型冠状病毒肺炎病例#同济的总结，希望能帮助大家安然度过这段时间。新型冠状病毒2019-NCOV，全球热点。说两句。1.传染病三大要素：传染源，传播途径，易感人群。传染源：自然宿主蝙蝠，中间宿主未知，人应该也算是中间宿主。传播途径：目前官方报道有限人传人，由此推断不,0
抗战在疫情的医务人员辛苦了！没有您们的无畏无私奉献精神，抗击疫情是空谈，医务人员是无硝烟战场上的战士，救死护伤全靠您们。向白衣战士致敬！,1
【雾霾来袭！你做好准备了吗？教你如何预防！】#健康科普小常识##医学科普##每日健康百科#雾霾能直接进入并粘附在人体上下呼吸道和肺叶中，对人体呼吸系统、心脑血管系统、泌尿生殖系统造成不同程度的影响。引起鼻炎、支气管炎、肺癌等病症。预防雾霾，要采取哪些有效的防护措施？1、儿童、,0
身上动不动到处青一坨还不晓得从哪里撞的……才发现一双擦护手霜的手天天在这里擦酒精我好想去按摩了,-1
2020辽宁中医药大学校本部自主招聘44人报名情况的通告O网页链接,0
心跳加快呼吸困难作息不规律,-1
【沁园春.武汉】千里封村，万里断交。望湖北内外，顿失热闹。新春佳节，些许烦燥。火神山下，冠毒小妖，欲与非典比风骚，南山怎肯绕，雷神怒火烧。春未到，看男女老少，皆戴各色口罩。神州如此多娇，有无数英雄气节高。驰援前线，抗击毒魔，战疫妖！佳节省亲，坚决取消。唯,1
#重庆抗击新冠肺炎#重庆现有确诊病例数6连降！无症状感染者检测需市民积极配合,0
有了可以一起剃光头的朋友，人生值得,1
这些汇总希望有用。刚看到有篇微博下面有人建议轻症患者先冷静下来尝试自救再同时求救，是很好的建议。,-1
面对疫情确实会有口罩恐慌感～因为药店没货后真不知道在哪能买到医用口罩～,-1
开学的生活过于无聊天天就是上课会员也掉了,-1
钟南山院士指出，早发现、早诊断、还有治疗和隔离，这是最有效的，最原始的防控办法。对已经确诊的病人进行有效隔离，度过这个时间，减少扩散，从公共卫生角度来说是最重要的。,0
#一线传真#【省监狱局副局长龙军、吴谦到省未管所检查指导新型冠状病毒感染的肺炎疫情防控工作】检查组一行到达未管所后，实地查看疫情防控准备工作，详细了解春节期间民警配备、后勤保障和医疗应急物资储备情况。在分析研判会上，未管所所长刘军汇报了新型冠状病毒感染的肺炎疫情防控方案、警力配置、,0
想买个精华液去做了一下小棕瓶小黑瓶绿宝瓶复原蜜红腰子的功课，发现它们都含酒精，本敏感肌看得两眼发昏，难道我离不开理肤泉雅漾薇诺娜至本了吗？？？信女愿一生吃荤素搭配换后半辈子城墙皮啊啊,-1
四川省中医药管理局关于公布预防呼吸道传染病中医处方的通知各市（州）中医药管理局，局直属（注册）医疗机构：为充分发挥中医药在应对新型冠状病毒感染的肺炎中的作用，积极开展中医药预防呼吸道传染病有关工作，我局组织专家，讨论拟定了《2019-2020年冬春季呼吸道传染病预防建议处方》，现予公,0
《武汉病毒所长王延轶是毕业于北大的学霸，但饶毅认为其水平较差！》很明显，饶毅教授是站在很高的学术层面来判断王女士的水平的，也是站在武汉病毒所发展的高度来看待这些问题的。O网页链接,0
蝙蝠看太阳颠倒黑白；傻了眼,-1
如有需要，大家可以参考@法学御姐的疫情复工法律文书模板，专业又齐全，超赞呦,0
鹿晗日内瓦钟表展行程结束，鹿BOSS受邀前往汝山谷布拉苏丝爱彼总部，亲手触碰百年钟表历史，体验神秘的制表工艺。#鹿晗的欧洲冒险之旅#第三期微白城市，跟随小鹿先生的雪地上班路一起去冒险！,1
只能帮忙扩散,-1
周先旺嗤之以鼻，凭什么让老子回答？老子给领导汇报，领导满意就行，你们算什么？呵呵,-1
钟南山院士领衔专家组研讨达成一致意见：磷酸氯喹治疗新冠肺炎具有疗效O网页链接,0
另有部分专家认为，中国经济目前最突出的问题是经济增速的持续下降，更重要的问题是，现在还看不到已经筑底的趋势。历史经验告诉我们，经济增速持续下降到一定程度，所有结构性指标、金融指标都会恶化。面对加大的下行压力，重中之重应该是抑制经济增速的进一步下滑。要坚持深化各项改革，但不要把宏观,0
#湖北副省长回应武汉市民网络求助#爆？？？,-1
,1
？？？,-1
#关注新型肺炎#【#湖北随州全民量体温#，建健康状况登记卡】湖北省随州市人民政府网站2月5日消息，#随州已实施疫情最严管控措施#，根据要求，随州市居民必须严格接受体温检测，并建立健康状况登记卡。2月4日24时前，以各社区和村为单位开展辖区内的全体居民体温检测，对武汉返乡人员坚持每天上门测体温,0
【北京一聚集性疫情：#一家7口不在意亲戚确诊全部感染#】13日，北京市新冠肺炎疫情防控工作新闻发布会通报了一起聚集性疫情案例。一家人在聚餐8天后被亲戚告知确诊患病，却完全不当回事，仍然正常上班、逛超市……家里有人发病仍忍着不去医院。直到几天后孩子和大人相继发病，去医院接受疾控人员调查时,0
马上大年三十了…第一次过年没放假，想着明天还得上班，就感觉有点落寞…现在时刻23:592石家庄,-1
#杨芸晴和田慧交叉感染生性病#萨瓦迪卡@火箭少女101_SUNNEE,1
“发热低于38℃，可自行退热，无呼吸困难，不需要吸氧，就可以视为轻症。”“发热（也有部分患者起病之初无发热症状）是新型冠状病毒肺炎的重要表现，另伴有轻度干咳、乏力、呼吸不畅、腹泻等症状。一旦出,0
王俊凯#跟着王俊凯益起来#愿大家一切平安。@TFBOYS-王俊凯,1
#共同战疫#【直播！#辽宁第三批支援湖北医疗队出征#】今天，辽宁第三批对口支援湖北襄阳医疗队将乘坐包机奔赴襄阳，驰援湖北，医疗队由中国医科大学附属盛京医院、辽宁中医药大学附属医院以及沈阳市和鞍山市多家医院的医护人员组成。看直播↓关注！（总台央视记者杨雪）央视新闻的微博直播,1
昨日WHO将此次爆发的疫情定性为国际卫生突发紧急事件，其定义的依据在哪里？此次疫情人传人的感染指数大概是2.2，当年SARS病毒的感染指数是3，目前看来传染指数略低于SARS。,0
好想好想好想好想好想好想好想好想好想好想好想好想好想好想好想好想好好想好想好想好想我的大恐龙啊疫情啥时候结束啊,-1
#双黄连可抑制新型冠状病毒#有人敢发，有人敢信，行吧……长脑子不是为了装饰吧？,-1
每日一善#阳光信用#日行一善，不以善小而不为，我们应该奉行并弘扬“奉献，友爱，互助，进步”的志愿精神，积极参与各种形式的志愿者活动，普及文明风尚，为需要关怀的人送温暖献爱心。,1
这是天大的事，人命大于天,-1
#新冠肺炎人人易感#和闺蜜聊天，大家都觉得头疼，嗓子不舒服，我给她说好多人都觉得自己头疼，嗓子不舒服，她不信，有这样的么？评论区聊聊来,-1
#邵阳新闻#【龚文密在双清区检查基层防控工作】2月15日下午，邵阳市委书记龚文密以“四不两直”方式来到双清区，深入药店、街道、小区检查基层疫情防控工作，看望慰问一线防疫工作人员。他强调，要做好基层疫情防控工作，盯紧每个环节，把牢每个关口，做细每项工作，切实构筑起群防群治的严密防线。（,1
#THEFASHIONISTA时髦范儿#时髦范儿热巴的另一面：自然有范儿.亓宝的眼镜一路陪伴中.#隔离病毒但不隔离爱#迪丽热巴切勿恐慌，积极防护从自己做起！,1
#众志成城打赢疫情防控阻击战#众志成城防疫情，我在新疆，我承诺！#疫情防控动态#,1
没毛病,-1
「成功日记」1.早起并准备早饭和热水2.遛狗3.盯盘给基金补仓4.卖掉已经获益的股票5.用刮痧的方法给家人治疗咳嗽6.参加女儿的班级联欢会7.做晚餐#签到日记##理财#,0
#武汉加油#,1
给香港的1700万个口罩，够金银潭医院用24年，,1
中新网忻州1月14日消息，针对近日山西忻州原平多住户投诉家里停暖问题，13日晚间，山西省忻州市原平官方回复称，原平市兴原热力有限公司热源厂因10KV锅炉专用线电缆发生故障，致锅炉停运，所辖358.4万㎡用户停暖。故障发生后，该公司存在隐报、瞒报、不报等行为，被罚款人民币50万元。2020年1月11日下,0
忽然感觉丧失了阴谋论HHH不过消息这么闭塞嘛之前怎么不知道..,-1
近视眼矫正市场鱼龙混杂！都声称能治愈，家长切莫带孩子乱治#近视眼的日常##那些治愈的笑话#,1
新的一年平平安安哦，为一线的人员祈福，要平安哦,1
转发微博,0
【#湖南5天400多名医护驰援武汉#，队友们一起剃光头】2月4日，湖南湘雅二医院42名医护与10台救援车辆紧急驰援武汉。2月7日，湘雅医院的30名医生和100名护士前往武汉。2月8日，湘雅二医院和湘雅三医院各派出130人医疗队前往武汉。3所医院支援武汉的医护总计超过400名。#延迟复工工资发放新政策#,0
#吉林爆料##快讯#吉林：餐饮行业一律停止接待集体聚餐依法从严处罚借防控疫情之名“搭便车”借机夸大特殊食品功效行为吉林发布2月7日，省市场监督管理厅印发《关于在疫情防控期间进一步加强食品安全监管工作的通知》，要求全面落实吉林省重大突发公共卫生事件I级响应和国家总局电视电话会议等有,0
#广东首株新型冠状病毒毒株分离#大家都带口罩了吗？南丁口罩今天更新库存了，快去抢！N95口罩29.9/10个！我们家这都封村了！太可怕了！搞不懂现在还不戴口罩的人？实属佩服，没大事儿能不出门就别出门！出门一定要戴口罩！一定要选择南丁或者保为康！然后理性购入！不要多存#口罩#,-1
噗哈哈哈哈,1
“很想知道明天会不会更好辛苦的人好好睡个觉”#你会成为你想的那个人#@一起练字奋战在抗疫前线的人们辛苦了#抗击新型肺炎第一线##抗击新型肺炎我们在行动#,1
待春暖花开时,1
晚上9点多，从楼上传来一个女人的咆哮声：疑似？啊，疑似什么？你说啊，到底什么疑似？突然，我整个神经都绷紧了。邻居家中招了？一户确诊一栋隔离啊。我赶紧支起耳朵认真地听。一会儿，一个声音传了出来：疑似地上霜。特殊时期，人们的心理都处于高度紧张之中,-1
#武汉加油#农民兄弟驰援武汉微博视频,1
【院士回应无症状感染者也传染：新型冠状病毒比SARS奇怪】对于无症状感染者也有传染率，中国科学院院士、中国疾病预防控制中心主任高福28日接受媒体采访时说，新型冠状病毒表现出跟以往的冠状病毒包括SARS很多不一样，无症状传染人的病毒包括流感、麻疹等，所以新型冠状病毒出现无症状传染人，从病毒学,0
#岩松对话湖北省委副书记#【马国强回应#协和医院到底缺不缺物资#】湖北省委副书记、武汉市委书记马国强：我们所有的医用物资，现在都在一个紧平衡状态，就是不能保证时时刻刻都能充分。可能现在有，但大家担心两三个小时以后还有没有。现在各方都在全力帮助我们，多方筹措物资。@央视新闻,1
【新型肺炎病毒存在变异可能：3D详解新型冠状病毒变异全程】国家卫健委表示，新型冠状病毒有变异的可能，疫情存在进一步扩散的风险。病毒分为DNA病毒和RNA病毒两种，都必须寄生在宿主的细胞内才能存活，其中RNA病毒比DNA病毒更容易发生变异。它“只求数量、不求质量”，在复制过程中突变率非常高，而且,0
张艺兴第一时间四处找物资向疫区捐赠了30W个口罩学校医院社区全都照顾了捐款10W给医护人员补充营养也一直在用自身的影响力号召大家注意防范真的是向上向善好青年跟艺兴一起学起来科学使用口罩！既要“省”也要“防”一起加油,1
肺炎#抗疫案例#@新京报【#武汉返乡大学生家被封死续#：曝光后解除封锁安排全家接受体检】#武汉肺炎##武汉封城#2月2日，@新京报记者从山东邹平市大王驼村村委获悉，当地已解除对小王家封门措施。此前，小王发微博称，她从武汉放假回老家，在#居家自行隔离#情况下，入户门仍被封死。对此，,0
#湖南禽流感##新型冠状病毒#共抗灾情，我们一起努力，冲鸭2长春,1
吃野味的你人没了CNM我真的好想出门,-1
太难受了,-1
#抗击肺炎关爱医护#希望在大大的世界里，付出一点点温暖。我在“疫情一线医护守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！@北京感恩公益基金会HTTP://T.CN/A6PFSLOK,1
O网页链接O网页链接#恋与制作人二周年庆#【文】“过来抱我。”是新年贺文&迟到的两周年贺文这次私心里想写一个发烧感冒撒娇的白警官，在最后保留了一个小小的惊喜，希望往后每一年都是阳光干净，星河璀璨。,1
很难想象9号大规模上班之后的景象……,-1
E,1
