317,191,首位,7.0,6.4
318,192,护理,7.0,4.8
319,193,按摩,7.0,4.0
320,193,遏制,7.0,4.0
321,193,附属,7.0,4.0
322,194,城区,7.0,3.9
323,195,平稳,7.0,3.5
324,196,东,7.0,3.3
325,197,↓,7.0,3.0
326,197,特点,7.0,3.0
327,198,辽宁省,7.0,2.6
328,199,施工,7.0,2.5
329,200,运费,7.0,2.3
330,200,沈阳市,7.0,2.3
331,200,访问,7.0,2.3
332,201,减轻,7.0,1.9
333,202,平顶山,7.0,1.7
334,202,太原市,7.0,1.7
335,203,室内,7.0,1.6
336,204,如下,7.0,1.2
337,204,高发,7.0,1.2
338,205,①,7.0,-1.0
339,206,纯,7.0,-1.7
340,206,排出,7.0,-1.7
341,206,美元,7.0,-1.7
342,206,鞋底,7.0,-1.7
343,207,往来,7.0,-2.6
344,207,蛋白,7.0,-2.6
345,208,--,6.9,7.0
346,209,I,6.9,2.6
347,210,通告,6.9,1.3
348,211,共济,6.8,52.0
349,212,热血,6.8,48.0
350,213,向前,6.8,44.0
351,214,MV,6.8,40.0
352,215,显现,6.8,20.0
353,215,张定宇,6.8,20.0
354,216,米锋,6.8,16.0
355,216,缅甸,6.8,16.0
356,217,调度,6.8,15.0
357,218,送餐,6.8,10.0
358,219,启用,6.8,8.0
359,220,一款,6.8,4.7
360,221,线下,6.8,4.0
361,222,院区,6.8,3.0
362,223,清除,6.8,2.9
363,223,至此,6.8,2.9
364,224,宝坻,6.8,2.3
365,224,上述,6.8,2.3
366,224,神器,6.8,2.3
367,225,从而,6.8,1.6
368,226,精灵,6.8,1.2
369,226,湘雅,6.8,1.2
370,226,原定,6.8,1.2
371,227,②,6.8,-1.2
372,228,判定,6.8,-1.7
373,229,出院,6.7,4.0
374,230,病区,6.6,12.0
375,231,各项,6.6,7.0
376,232,卫生,6.6,2.7
377,233,共青团,6.5,16.0
378,234,促进,6.5,6.6
379,235,互助,6.5,5.4
380,236,组长,6.5,5.1
381,236,呈现,6.5,5.1
382,237,倡议,6.5,4.7
383,238,课堂,6.5,3.1
384,239,完工,6.5,2.7
385,240,设置,6.5,1.6
386,241,启动,6.4,3.5
387,241,清洁,6.4,3.5
388,242,师范,6.4,1.2
389,242,暑期,6.4,1.2
390,243,甘肃省,6.3,7.0
391,244,清新,6.3,4.7
392,245,养生,6.3,2.5
393,246,吸入,6.3,1.7
394,247,开水,6.3,1.2
395,248,呼吸道,6.3,-6.4
396,249,行动,6.2,16.0
397,250,首个,6.2,14.0
398,251,机制,6.2,4.5
399,252,加强,6.2,4.3
400,253,佛山,6.2,2.3
401,254,时长,6.2,1.2
402,255,辖区,6.1,11.0
403,256,据悉,6.1,6.4
404,257,宁夏,6.1,6.1
405,258,邀请,6.1,5.6
406,259,旅客,6.1,2.9
407,260,上班族,6.1,-1.1
408,261,高速,6.1,-1.2
409,262,阻击战,6.0,32.0
410,263,派出,6.0,6.4
411,264,蒙牛,5.9,228.0
412,265,听从,5.9,32.0
413,266,巾帼,5.9,20.0
414,267,玫瑰,5.9,16.0
415,267,运抵,5.9,16.0
416,268,绽放,5.9,14.0
417,269,暖,5.9,13.0
418,269,骤停,5.9,13.0
419,270,倡导,5.9,10.0
420,270,县委,5.9,10.0
421,270,中共,5.9,10.0
422,270,引力,5.9,10.0
423,271,志愿,5.9,9.0
424,271,团团,5.9,9.0
425,271,决战,5.9,9.0
426,271,祝您,5.9,9.0
427,272,进驻,5.9,8.0
428,273,完毕,5.9,7.0
429,274,通,5.9,6.2
430,275,勤洗手,5.9,5.4
431,276,实地,5.9,5.2
432,277,预案,5.9,4.7
433,278,过往,5.9,4.3
434,279,饮,5.9,3.1
435,280,研究生,5.9,2.9
436,281,冬季,5.9,2.7
437,281,中小学,5.9,2.7
438,282,思路,5.9,2.3
439,282,星座,5.9,2.3
440,283,安徽省,5.9,2.1
441,284,总计,5.9,1.9
442,285,蜂蜜,5.9,1.7
443,285,百合,5.9,1.7
444,286,上行,5.9,1.2
445,287,此外,5.9,-1.0
446,288,西宁市,5.9,-1.3
447,289,马鞍山,5.9,-1.7
448,289,泡茶,5.9,-1.7
449,289,主线,5.9,-1.7
450,290,区分,5.9,-2.1
451,291,突变,5.9,-2.6
452,292,打赢,5.8,52.0
453,293,队伍,5.8,6.6
454,294,VIA,5.8,4.7
455,295,路段,5.8,1.7
456,296,查看,5.8,1.6
457,296,管制,5.8,1.6
458,297,南,5.8,1.5
459,298,诊治,5.8,1.2
460,299,疗法,5.8,-1.7
461,300,运输,5.7,3.9
462,301,组合,5.7,3.5
463,302,丁香园,5.7,-2.9
464,303,主题,5.6,7.0
465,304,举行,5.6,5.1
466,304,政务,5.6,5.1
467,305,暂停,5.6,3.3
468,306,中医药,5.6,2.4
469,307,检出,5.6,-5.1
470,308,拥抱,5.5,24.0
471,309,代言,5.5,13.0
472,310,丨,5.5,6.0
473,311,督促,5.5,5.2
474,312,广州市,5.5,4.7
475,313,送检,5.5,4.0
476,313,种植,5.5,4.0
477,314,综合,5.5,2.7
478,315,双眼,5.5,2.3
479,315,公安厅,5.5,2.3
480,316,会诊,5.5,2.2
481,317,解除,5.5,1.7
482,317,新区,5.5,1.7
483,317,心肺,5.5,1.7
484,317,随身,5.5,1.7
485,318,拨打,5.5,1.2
486,318,苏联,5.5,1.2
487,319,分公司,5.5,-1.7
488,319,药业,5.5,-1.7
489,319,湛江,5.5,-1.7
490,320,过滤,5.5,-2.9
491,321,王一博,5.4,56.0
492,322,直击,5.4,6.6
493,323,景区,5.4,5.1
494,324,常,5.4,4.7
495,325,黄冈市,5.4,3.5
496,326,医学院,5.4,3.0
497,327,自治区,5.4,2.7
498,328,我市,5.4,2.5
499,329,法规,5.4,1.9
500,330,现已,5.4,1.6
501,331,招聘,5.4,1.4
502,332,提示,5.4,1.2
503,332,维生素,5.4,1.2
504,333,适用,5.4,-1.0
505,334,密切,5.4,-1.3
506,335,空气,5.4,-1.5
507,336,助力,5.3,28.0
508,336,加入,5.3,28.0
509,337,协调,5.3,10.0
510,338,欢迎,5.3,8.0
511,339,召开,5.3,3.1
512,340,良好,5.3,3.0
513,341,甘肃,5.3,2.9
514,342,副局长,5.3,2.3
515,343,滨海,5.3,-1.1
516,344,RNA,5.3,-7.0
517,345,一心,5.2,32.0
518,346,坚决,5.2,13.0
519,347,局,5.2,7.0
520,348,进展,5.2,4.0
521,349,今日,5.2,2.4
522,350,法,5.2,2.0
523,351,乘坐,5.2,-1.0
524,352,抑郁症,5.2,-2.4
525,353,并肩,5.1,48.0
526,353,新歌,5.1,48.0
527,354,第五批,5.1,24.0
528,355,协同,5.1,16.0
529,355,堡垒,5.1,16.0
530,355,深情,5.1,16.0
531,355,滋养,5.1,16.0
532,356,给力,5.1,15.0
533,356,向善,5.1,15.0
534,357,信用,5.1,14.0
535,357,热巴,5.1,14.0
536,357,平凡,5.1,14.0
537,357,评论员,5.1,14.0
538,358,倒计时,5.1,13.0
539,358,空中,5.1,13.0
540,358,学子,5.1,13.0
541,359,有情,5.1,12.0
542,359,党委,5.1,12.0
543,359,迪丽,5.1,12.0
544,360,后勤,5.1,10.0
545,360,丰富,5.1,10.0
546,360,赢得,5.1,10.0
547,361,妥善,5.1,9.0
548,361,福利,5.1,9.0
549,362,首批,5.1,8.0
550,363,呵护,5.1,7.0
551,364,专项,5.1,6.6
552,365,书籍,5.1,5.8
553,366,司法,5.1,5.2
554,366,海报,5.1,5.2
555,367,梨,5.1,3.5
556,367,日志,5.1,3.5
557,368,西安市,5.1,3.1
558,369,积蓄,5.1,2.9
559,370,委员会,5.1,2.4
560,371,护肤,5.1,2.3
561,371,客运,5.1,2.3
562,371,南京市,5.1,2.3
563,372,PCR,5.1,1.7
564,373,校门,5.1,1.2
565,373,转存,5.1,1.2
566,374,现有,5.1,-1.0
567,375,功效,5.1,-1.3
568,375,杀灭,5.1,-1.3
569,376,援引,5.1,-1.7
570,376,下行,5.1,-1.7
571,376,号线,5.1,-1.7
572,377,候诊,5.1,-2.6
573,377,校长,5.1,-2.6
574,378,轨迹,5.1,-3.4
575,378,鉴定,5.1,-3.4
576,379,深圳市,5.1,-4.3
577,380,分离,5.0,1.4
578,381,居住,5.0,1.1
579,382,表明,5.0,-1.1
580,383,出口,5.0,-1.6
581,384,传递,4.9,32.0
582,385,>,4.9,14.0
583,386,项目,4.9,9.0
584,387,实践,4.9,6.4
585,388,志愿者,4.9,3.4
586,389,筛查,4.9,1.9
587,390,工业,4.9,1.6
588,391,昆明市,4.9,1.5
589,391,转给,4.9,1.5
590,392,公共,4.9,1.4
591,393,新生儿,4.9,-5.1
592,394,向上,4.8,32.0
593,395,王源,4.8,20.0
594,396,作战,4.8,14.0
595,397,驰援,4.8,12.0
596,398,防止,4.8,4.4
597,399,全区,4.8,3.3
598,400,降低,4.8,3.0
599,401,广东省,4.8,2.5
600,402,诊疗,4.8,2.3
601,402,运用,4.8,2.3
602,402,美的,4.8,2.3
603,403,阅读,4.8,1.6
604,403,同款,4.8,1.6
605,404,河北省,4.8,1.2
606,405,一图,4.8,-1.3
607,406,粪便,4.8,-2.7
608,407,公益,4.7,40.0
609,408,全体,4.7,16.0
610,409,第三批,4.7,15.0
611,410,赶赴,4.7,9.0
612,410,复产,4.7,9.0
613,411,监护,4.7,8.0
614,412,接待,4.7,5.5
615,413,文明,4.7,5.0
616,414,加紧,4.7,3.5
617,415,好物,4.7,2.9
618,415,配套,4.7,2.9
619,416,答疑,4.7,2.3
620,416,60%,4.7,2.3
621,417,巴黎,4.7,1.7
622,417,轻轻,4.7,1.7
623,418,天然,4.7,1.4
624,419,转需,4.7,1.2
625,419,毫升,4.7,1.2
626,420,分钟,4.7,1.0
627,421,总台,4.7,-1.0
628,422,80%,4.7,-1.1
629,423,采用,4.7,-1.4
630,424,事项,4.7,-1.5
631,425,销量,4.7,-1.7
632,425,江夏,4.7,-1.7
633,425,传言,4.7,-1.7
634,426,共同,4.6,10.0
635,427,高效,4.6,5.4
636,428,无需,4.6,4.2
637,429,南宁,4.6,2.6
638,430,创业,4.6,2.1
639,431,车辆,4.6,1.6
640,432,收费,4.6,1.2
641,433,鼻,4.6,-1.3
642,434,坚定,4.5,24.0
643,435,组,4.5,10.0
644,435,发光,4.5,10.0
645,436,福建省,4.5,6.6
646,436,各级,4.5,6.6
647,437,成立,4.5,6.3
648,438,频道,4.5,5.8
649,439,走出,4.5,4.3
650,440,多地,4.5,2.9
651,441,模式,4.5,2.3
652,442,日起,4.5,1.9
653,443,较,4.5,1.7
654,444,改善,4.5,1.6
655,445,『,4.5,1.5
656,445,』,4.5,1.5
657,446,补齐,4.5,-1.2
658,447,失踪,4.5,-1.3
659,448,封闭,4.5,-1.4
660,448,日至,4.5,-1.4
661,449,世卫,4.5,-2.0
662,450,喝点,4.5,-2.6
663,451,领养,4.5,-3.0
664,452,战,4.4,14.0
665,453,联防,4.4,13.0
666,454,用于,4.4,6.3
667,455,防控,4.4,6.0
668,455,服务,4.4,6.0
669,456,传来,4.4,4.9
670,457,同济,4.4,4.7
671,458,业务,4.4,3.8
672,459,系列,4.4,3.7
673,460,医管局,4.4,3.5
674,461,法国,4.4,2.0
675,462,重大,4.4,1.8
676,463,基于,4.4,1.7
677,464,徐州,4.4,1.4
678,465,序列,4.4,-1.1
679,466,长安,4.4,-1.7
680,467,家用,4.4,-2.0
681,468,科主任,4.4,-4.3
682,469,联控,4.3,13.0
683,470,团队,4.3,3.5
684,471,全省,4.3,2.5
685,472,抗体,4.3,1.8
686,473,根据,4.3,1.3
687,474,危重症,4.3,1.2
688,475,泰国,4.3,-1.3
689,476,喜乐,4.2,48.0
690,477,杨洋,4.2,32.0
691,478,黎明,4.2,28.0
692,479,一善,4.2,24.0
693,479,花开,4.2,24.0
694,479,热心,4.2,24.0
695,480,迎新春,4.2,20.0
696,480,启程,4.2,20.0
697,481,Y,4.2,16.0
698,482,独处,4.2,15.0
699,482,商务,4.2,15.0
700,483,医疗队,4.2,14.0
701,484,圆满,4.2,13.0
702,484,节前,4.2,13.0
703,485,俱乐部,4.2,12.0
704,486,送给,4.2,11.0
705,487,好评,4.2,10.0
706,487,我院,4.2,10.0
707,487,十堰,4.2,10.0
708,487,各方,4.2,10.0
709,488,前来,4.2,9.0
710,488,倡议书,4.2,9.0
711,489,大使,4.2,8.0
712,490,青年,4.2,5.8
713,491,保障,4.2,5.1
714,492,广大,4.2,4.7
715,492,大蒜,4.2,4.7
716,492,神农架,4.2,4.7
717,493,认可,4.2,4.3
718,494,乘车,4.2,4.0
719,495,设计,4.2,3.9
720,496,贵州省,4.2,3.7
721,497,莫,4.2,3.5
722,497,主,4.2,3.5
723,498,完善,4.2,3.3
724,499,货车,4.2,3.2
725,500,亲切,4.2,2.9
726,501,即可,4.2,2.3
727,501,除,4.2,2.3
728,501,陕,4.2,2.3
729,501,病灶,4.2,2.3
730,502,预报,4.2,1.7
731,502,包头,4.2,1.7
732,502,百货,4.2,1.7
733,502,公,4.2,1.7
734,502,宝妈,4.2,1.7
735,503,一根,4.2,1.6
736,504,关于,4.2,1.5
737,505,列为,4.2,1.3
738,505,西,4.2,1.3
739,506,起病,4.2,1.2
740,506,母婴,4.2,1.2
741,506,专科,4.2,1.2
742,506,西城区,4.2,1.2
743,506,客运站,4.2,1.2
744,507,用水,4.2,-1.3
745,508,汕头,4.2,-1.7
746,508,教育厅,4.2,-1.7
747,508,跌,4.2,-1.7
748,508,江南,4.2,-1.7
749,509,预后,4.2,-2.6
750,509,北方,4.2,-2.6
751,509,确凿,4.2,-2.6
752,510,构成,4.2,-3.0
753,511,无症状,4.2,-14.0
754,512,战疫,4.0,20.0
755,513,同行,4.0,8.0
756,513,城抗,4.0,8.0
757,514,发言人,4.0,7.0
758,515,创新,4.0,4.7
759,516,落实,4.0,4.3
760,516,凤凰,4.0,4.3
761,517,兰州,4.0,3.5
762,517,有着,4.0,3.5
763,518,救治,4.0,3.1
764,519,街,4.0,2.8
765,520,刻,4.0,2.6
766,521,大学,4.0,2.4
767,521,小组,4.0,2.4
768,522,前往,4.0,2.1
769,522,英语,4.0,2.1
770,523,将会,4.0,2.0
771,524,邵阳,4.0,1.5
772,524,分开,4.0,1.5
773,525,一级,4.0,1.4
774,525,明日,4.0,1.4
775,526,医学,4.0,1.1
776,527,相同,4.0,-1.1
777,527,旅行,4.0,-1.1
778,528,天猫,4.0,-1.2
779,529,枢纽,4.0,-1.7
780,530,小儿,4.0,-2.1
781,531,常见,4.0,-2.8
782,532,蒋荣,4.0,-3.4
783,533,全线,4.0,-4.3
784,534,偶像,3.9,28.0
785,535,志成,3.9,20.0
786,536,培训,3.9,9.0
787,536,HTTP,3.9,9.0
788,537,体育,3.9,8.0
789,538,开展,3.9,7.0
790,539,成效,3.9,6.2
791,539,共计,3.9,6.2
792,540,组成,3.9,4.9
793,541,智能,3.9,4.7
794,542,波动,3.9,4.3
795,543,课程,3.9,4.2
796,544,多位,3.9,4.0
797,545,指导,3.9,3.7
798,546,统筹,3.9,3.5
799,547,应对,3.9,3.0
800,548,粮,3.9,2.7
801,548,补水,3.9,2.7
802,549,显,3.9,2.6
803,550,获悉,3.9,2.5
804,551,通风,3.9,2.3
805,552,管理局,3.9,2.0
806,553,临床,3.9,1.7
807,554,起到,3.9,1.6
808,555,规划,3.9,1.4
809,556,中日,3.9,1.2
810,556,这名,3.9,1.2
811,557,国际,3.9,1.1
812,558,石,3.9,-1.1
813,559,全球,3.9,-1.3
814,559,．,3.9,-1.3
815,559,征集,3.9,-1.3
816,560,北站,3.9,-2.6
817,560,已知,3.9,-2.6
818,561,可能性,3.9,-3.0
819,562,限制,3.9,-3.9
820,563,实录,3.9,-5.1
821,564,太好了,3.8,24.0
822,565,导向,3.8,10.0
823,566,独特,3.8,8.0
824,567,积极,3.8,7.0
825,568,华山,3.8,5.8
826,569,活力,3.8,5.2
827,570,全新,3.8,5.0
828,571,势头,3.8,4.7
829,572,列车,3.8,4.2
830,572,维护,3.8,4.2
831,573,节约,3.8,4.0
832,574,项,3.8,3.5
833,574,有责,3.8,3.5
834,575,TA,3.8,3.2
835,576,消除,3.8,2.9
836,576,化,3.8,2.9
837,577,西宁,3.8,2.7
838,578,【,3.8,2.5
839,579,具有,3.8,2.3
840,580,张家界,3.8,1.7
841,580,消化道,3.8,1.7
842,581,导师,3.8,1.5
843,582,转阴,3.8,1.2
844,583,截至,3.8,1.1
845,584,就近,3.8,-1.1
846,585,长春市,3.8,-1.7
847,585,手足,3.8,-1.7
848,586,逾,3.8,-3.4
849,587,好运,3.7,8.0
850,588,推出,3.7,7.0
851,589,改革,3.7,6.6
852,590,菩萨,3.7,6.2
853,591,风景,3.7,5.4
854,592,空军,3.7,4.7
855,593,推动,3.7,4.4
856,594,北海,3.7,3.9
857,595,元,3.7,2.9
858,596,《,3.7,2.6
859,597,环境,3.7,2.3
860,598,介绍,3.7,2.1
861,599,按照,3.7,2.0
862,600,自助,3.7,1.9
863,600,产业,3.7,1.9
864,600,开建,3.7,1.9
865,600,陇南,3.7,1.9
866,601,吸收,3.7,1.7
867,602,问答,3.7,1.6
868,602,气温,3.7,1.6
869,603,云南省,3.7,1.4
870,603,长春,3.7,1.4
871,603,价,3.7,1.4
872,604,公告,3.7,1.3
873,605,年货,3.7,1.2
874,605,FLAG,3.7,1.2
875,605,规模,3.7,1.2
876,605,这款,3.7,1.2
877,605,可用,3.7,1.2
878,606,方向,3.7,1.1
879,606,小汤山,3.7,1.1
880,607,敲,3.7,-1.3
881,607,邮件,3.7,-1.3
882,608,废弃,3.7,-2.1
883,609,病原,3.7,-2.4
884,610,人均,3.7,-2.6
885,611,洗衣机,3.7,-3.9
886,612,经理,3.7,-4.3
887,613,战役,3.6,14.0
888,614,军队,3.6,6.5
889,615,免费,3.6,4.4
890,616,以外,3.6,4.3
891,617,必备,3.6,4.2
892,618,正式,3.6,2.7
893,619,李汶翰,3.6,2.3
894,620,推荐,3.6,2.2
